gene_claim_name	gene_name	entrez_id	gene_claim_source
PDCD10	PDCD10	11235	Pharos
OR51V1	OR51V1	283111	Pharos
ENSG00000234174			Ensembl
ENSG00000230501	ANKRD30BP3	338579	Ensembl
CA1	CA1	759	DTC
ENSG00000174348	PODN	127435	Ensembl
Mesothelin	MSLN	10232	TTD
BMP4	BMP4	652	GO
TAF10	TAF10	6881	Pharos
2011	MARK2	2011	GuideToPharmacology
CST5	CST5	1473	dGene
ENSG00000110400	NECTIN1	5818	HingoraniCasas
ENSG00000091542	ALKBH5	54890	Ensembl
WWTR1	WWTR1	25937	GO
ENSG00000201263	SNORD114-6	767582	Ensembl
P29074	PTPN4	5775	HopkinsGroom
Nicotinic acetylcholine receptor	CHRNA4	1137	TTD
ENSG00000274759			Ensembl
ENSG00000229612	SUMO1P2	474337	Ensembl
ENSG00000208003	MIR549A	693132	Ensembl
ENSG00000197217	ENTPD4	9583	Ensembl
IGHV7-4-1	IGHV7-4-1	57289	GO
CUL4A	CUL4A	8451	ChemblInteractions
BE0003787	DUSP23	54935	DrugBank
ENSG00000112486	CCR6	1235	HingoraniCasas
ENSG00000275363			Ensembl
ANXA4	ANXA4	307	GO
ENSG00000224924	LINC00320	387486	Ensembl
ENSG00000236495			Ensembl
STAT5A	STAT5A	6776	FoundationOneGenes
OR13J1	OR13J1	392309	Pharos
ENSG00000166546	BEAN1	146227	Ensembl
ENSG00000232409			Ensembl
ENSG00000253234	IGLV2-5	28818	Ensembl
ENSG00000249776			Ensembl
P47888	OR3A3	8392	HopkinsGroom
ENSG00000237632	S100A11P1	729659	Ensembl
MMP25	MMP25	64386	Pharos
BE0002370	CALCB	797	DrugBank
ENSG00000235625			Ensembl
ENSG00000180644	PRF1	5551	Ensembl
BE0009609	CACNA1E	777	DrugBank
TET1	TET1	80312	FoundationOneGenes
ENSG00000264311	CCDC58P1	645859	Ensembl
ENSG00000131236	CAP1	10487	Ensembl
GDF2	GDF2	2658	ClearityFoundationClinicalTrial
BLK	BLK	640	dGene
ENSG00000242899	RPL7P16	729677	Ensembl
ENSG00000170289	CNGB3	54714	Ensembl
ENSG00000231052			Ensembl
ENSG00000277774	RN7SL763P	106481130	Ensembl
ENSG00000277453			Ensembl
ENSG00000226410			Ensembl
FLT3LG	FLT3LG	2323	GO
ENSG00000249731			Ensembl
ENSG00000198589	LRBA	987	Ensembl
ENSG00000270321			Ensembl
ENSG00000048392	RRM2B	50484	Ensembl
ENSG00000207947	MIR152	406943	Ensembl
ENSG00000164022	AIMP1	9255	HingoraniCasas
ENSG00000170270	GON7	84520	Ensembl
ENSG00000286545			Ensembl
ENSG00000171241	SHCBP1	79801	Ensembl
ENSG00000185701	OR5M5P	390166	Ensembl
ENSG00000261857	MIA	8190	HingoraniCasas
ENSG00000233917	POTEB	100996331	Ensembl
ENSG00000134802	SLC43A3	29015	RussLampel
ENSG00000276115			Ensembl
ENSG00000165661	QSOX2	169714	HingoraniCasas
123099	DEGS2	123099	GuideToPharmacology
ENSG00000091136	LAMB1	3912	HingoraniCasas
ENSG00000170893	TRH	7200	Ensembl
ENSG00000262759	MRPS21P9	359772	Ensembl
NFS1	NFS1	9054	Pharos
ENSG00000161896	IP6K3	117283	Ensembl
ENSG00000166473	PKD1L2	114780	Ensembl
ENSG00000252277	SNORD116-30	100873856	Ensembl
ENSG00000153485	TMEM251	26175	Ensembl
ENSG00000229427	ANKRD26P4	100873882	Ensembl
ENSG00000101958	GLRA2	2742	RussLampel
ENSG00000112763	BTN2A1	11120	Ensembl
P11712	CYP2C9	1559	HopkinsGroom
AMER1	AMER1	139285	FoundationOneGenes
ENSG00000200064	RNY4P9	100379300	Ensembl
HS3ST1	HS3ST1	9957	Pharos
ENSG00000224999	VTA1P1	106481708	Ensembl
Q16739	UGCG	7357	TEND
ENSG00000243422	RPL23AP49	653236	Ensembl
ENSG00000252614	RNU6-807P	106479923	Ensembl
ITGAX	ITGAX	3687	NCI
ENSG00000224519	HMGN1P19	100874445	Ensembl
ENSG00000196758			Ensembl
BE0009078	IGKV1-17	28937	DrugBank
ENSG00000258705			Ensembl
BE0009054	CFI	3426	DrugBank
FGFR1	FGFR1	2260	CGI
PRKACA	PRKACA	5566	Oncomine
ENSG00000128309	MPST	4357	RussLampel
ENSG00000244610	RN7SL756P	106481128	Ensembl
ENSG00000228763	LIMS1-AS1	106182118	Ensembl
LYZ	LYZ	4069	Pharos
BMPR1A	BMPR1A	657	CarisMolecularIntelligence
ENSG00000227970	NR1H5P	643609	Ensembl
ENSG00000174238	PITPNA	5306	Ensembl
SLC19A1	SLC19A1	6573	DTC
ENSG00000226994			Ensembl
57142	RTN4	57142	GuideToPharmacology
ENSG00000274466	MIR1273H	102466247	Ensembl
ENSG00000258951	KRT18P7	100418877	Ensembl
ENSG00000248283	CCNL2P1	100418743	Ensembl
P39877	PLA2G5	5322	TdgClinicalTrial
ENSG00000263407	MIR4660	100616350	Ensembl
ENSG00000132341	RAN	5901	Ensembl
ENSG00000283274			Ensembl
CBLB	CBLB	868	JAX-CKB
ENSG00000232130			Ensembl
IL23R	IL23R	149233	PharmGKB
ENSG00000200113	SNORA51	677831	Ensembl
ENSG00000196860	TOMM20L	387990	Ensembl
ENSG00000155530	LRGUK	136332	Ensembl
ENSG00000038295	TLL1	7092	RussLampel
MAPK14	MAPK14	1432	DTC
ENSG00000185674	LYG2	254773	HingoraniCasas
ENSG00000134917	ADAMTS8	11095	HingoraniCasas
ENSG00000162739	SLAMF6	114836	Ensembl
ENSG00000165197	VEGFD	2277	HingoraniCasas
ENSG00000238122			Ensembl
ENSG00000278143	NF1P7	100158257	Ensembl
ENSG00000071967	CYBRD1	79901	Ensembl
PDGFRA	PDGFRA	5156	OncoKB
ENSG00000146383	TAAR6	319100	HingoraniCasas
Q8NGA1	OR1M1	125963	HopkinsGroom
ADAR	ADAR	103	Pharos
BRK	PTK6	5753	ChemblInteractions
P56696	KCNQ4	9132	TdgClinicalTrial
ENSG00000141503	MINK1	50488	RussLampel
ENSG00000253021	RNU6-902P	106480619	Ensembl
ENSG00000242118	RN7SL201P	106481830	Ensembl
ENSG00000134602	STK26	51765	HingoraniCasas
ENSG00000169194	IL13	3596	HingoraniCasas
ENSG00000226218			Ensembl
ENSG00000267191			Ensembl
ENSG00000266997			Ensembl
ENSG00000287215			Ensembl
OR56A3	OR56A3	390083	Pharos
ENSG00000226421	SLC25A5P5	442525	Ensembl
ENSG00000252013	RNU4ATAC14P	106481159	Ensembl
MMP10	MMP10	4319	dGene
ENSG00000181092	ADIPOQ	9370	Ensembl
IGH	IGH	3492	FDA
ENSG00000005844	ITGAL	3683	RussLampel
ENSG00000253510			Ensembl
HCK	HCK	3055	ChemblInteractions
ENSG00000286354			Ensembl
113612	CYP2U1	113612	GuideToPharmacology
ARFRP1	ARFRP1	10139	FoundationOneGenes
ENSG00000276259			Ensembl
ENSG00000100644	HIF1A	3091	Ensembl
NOD1	NOD1	10392	FoundationOneGenes
ENSG00000198678	OR5BS1P	390313	RussLampel
ENSG00000284536	MIR17	406952	Ensembl
DGKA	DGKA	1606	Pharos
ENSG00000216938	RPL7P58	646346	Ensembl
ENSG00000284234			Ensembl
ENSG00000168634	WFDC13	164237	Ensembl
ENSG00000200794	RN7SKP250	106479206	Ensembl
ENSG00000222727	RNU4-64P	106481872	Ensembl
ENSG00000210194	MT-TE	4556	Ensembl
CYP2R1	CYP2R1	120227	HumanProteinAtlas
ENSG00000242893	RN7SL413P	106479374	Ensembl
ENSG00000173805	HAP1	9001	Ensembl
ENSG00000135218	CD36	948	HingoraniCasas
116511	MAS1L	116511	GuideToPharmacology
ENSG00000189171	S100A13	6284	Ensembl
ENSG00000258995	PARP1P2	145	Ensembl
ENSG00000274461			Ensembl
ENSG00000115761	NOL10	79954	Ensembl
E2F6	E2F6	1876	Pharos
TLN1	TLN1	7094	GO
ENSG00000224186	C5ORF66	100996485	Ensembl
ENSG00000239082	RNU7-170P	106480453	Ensembl
XAP1	DDB1	1642	ChemblInteractions
ENSG00000265445			Ensembl
OR1L8	OR1L8	138881	GO
ENSG00000232604			Ensembl
CD40LG	CD40LG	959	NCI
ENSG00000203963	C1ORF141	400757	Ensembl
ENSG00000279310			Ensembl
ENSG00000280083			Ensembl
ENSG00000169840	GSX1	219409	Ensembl
ENSG00000176695	OR4F17	81099	RussLampel
ENSG00000134258	VTCN1	79679	Ensembl
SLCO1B1	SLCO1B1	10599	CIViC
ENSG00000252802			Ensembl
ENSG00000249500	LINC01179	101928151	Ensembl
ENSG00000212340	RNU6-739P	106481413	Ensembl
ENSG00000174903	RAB1B	81876	Ensembl
ENSG00000184986	TMEM121	80757	Ensembl
ENSG00000269335	IKBKG	8517	Ensembl
ENSG00000256988			Ensembl
ENSG00000214725	CDIPT-AS1	440356	Ensembl
ENSG00000272831			Ensembl
ENSG00000131873	CHSY1	22856	HingoraniCasas
ENSG00000227871	USP9YP12	100874382	Ensembl
HOXA1	HOXA1	3198	Pharos
ATP1A1	ATP1A1	476	Pharos
ENSG00000266573			Ensembl
U2AF1	U2AF1	7307	CarisMolecularIntelligence
P08908	HTR1A	3350	TdgClinicalTrial
ENSG00000188558	OR2G6	391211	Ensembl
5582	PRKCG	5582	GuideToPharmacology
ENSG00000258980	EIF1AXP2	106479036	Ensembl
ENSG00000264438	RN7SL560P	106479426	Ensembl
GPR171	GPR171	29909	GO
ENSG00000283095			Ensembl
ENSG00000158106	RHPN1	114822	Ensembl
O15379	HDAC3	8841	TEND
Q92499	DDX1	1653	HopkinsGroom
ENSG00000170516	COX7B2	170712	Ensembl
LRPPRC	LRPPRC	10128	Pharos
ZNF595	ZNF595	152687	Pharos
H3F3A	H3F3A	3020	Oncomine
Q4G0W2	DUSP28	285193	HopkinsGroom
GPR160	GPR160	26996	Pharos
ILF2	ILF2	3608	Pharos
ENSG00000125869	LAMP5	24141	Ensembl
ENSG00000162804	SNED1	25992	Ensembl
ENSG00000189377	CXCL17	284340	HingoraniCasas
ENSG00000270251			Ensembl
P33981	TTK	7272	HopkinsGroom
ENSG00000071575	TRIB2	28951	Ensembl
SDC1	SDC1	6382	GO
ENSG00000286489			Ensembl
TCL1A	TCL1A	8115	FoundationOneGenes
ENSG00000116350	SRSF4	6429	Ensembl
ENSG00000242841	KRT8P35	100418747	Ensembl
ENSG00000227557	MTND3P9	100873184	Ensembl
NTRK3	NTRK3	4916	CIViC
51702	PADI3	51702	GuideToPharmacology
VEGFB	VEGFB	7423	PharmGKB
ENSG00000137198	GMPR	2766	Ensembl
ENSG00000168843	FSTL5	56884	HingoraniCasas
ENSG00000229791			Ensembl
ENSG00000263972	MIR1587	100616251	Ensembl
ENSG00000224903			Ensembl
OR9Q1	OR9Q1	219956	Pharos
ENSG00000131398	KCNC3	3748	RussLampel
ENSG00000260974			Ensembl
ENSG00000287926			Ensembl
ENSG00000197646	PDCD1LG2	80380	Ensembl
ENSG00000252971	RNU6-1057P	106480030	Ensembl
ENSG00000272967			Ensembl
ENSG00000278842			Ensembl
ENSG00000237738	RNF216-IT1	100874342	Ensembl
Gastric inhibitory polypeptide receptor	GIPR	2696	TTD
ENSG00000237350	CDC42P6	643751	Ensembl
ENSG00000254215	IGHVIII-11-1	28352	Ensembl
ENSG00000230327	MTCO1P42	107075283	Ensembl
ENSG00000198586	TLK1	9874	HingoraniCasas
ENSG00000202523			Ensembl
ENSG00000206959			Ensembl
ENSG00000283453			Ensembl
ENSG00000224161	RPS26P54	100131971	Ensembl
ENSG00000271725			Ensembl
Plasmodium DOXP reductoisomerase			TTD
ENSG00000176533	GNG7	2788	Ensembl
ENSG00000242529	AHCYP8	107063538	Ensembl
ENSG00000226067	LINC00623	728855	Ensembl
ENSG00000200623	SNORD18A	595098	Ensembl
ENSG00000204993			Ensembl
ENSG00000211716	TRBV9	28586	Ensembl
STK14A	RPS6KB1	6198	ChemblInteractions
ENSG00000235598	RRM2P4	6246	Ensembl
PRRT2	PRRT2	112476	MyCancerGenomeClinicalTrial
ENSG00000281920			Ensembl
ENSG00000280451			Ensembl
ENSG00000214940	NPIPA8	101059953	Ensembl
BAP1	BAP1	8314	CarisMolecularIntelligence
ENSG00000230267	HERC2P4	100289574	Ensembl
ENSG00000241881			Ensembl
ENSG00000066084	DIP2B	57609	Ensembl
BE0004314	ALPP	250	DrugBank
ENSG00000224789			Ensembl
ITPKA	ITPKA	3706	GO
ENSG00000100280	AP1B1	162	Ensembl
P28335	HTR2C	3358	TdgClinicalTrial
NTRK1	NTRK1	4914	Oncomine
1468	SLC25A10	1468	GuideToPharmacology
MAP2K7	MAP2K7	5609	Pharos
Matrix metalloproteinase-1	MMP1	4312	TTD
ENSG00000206935	RNU6-514P	106480586	Ensembl
ENSG00000091262	ABCC6	368	RussLampel
ENSG00000237649	KIFC1	3833	Ensembl
ENSG00000213182	OR10D5P	79488	Ensembl
ENSG00000225450			Ensembl
HLA-DRA	HLA-DRA	3122	Tempus
LIFR	LIFR	3977	GO
ENSG00000248735	R3HDM2P1	100419742	Ensembl
ENSG00000263586	HID1-AS1	102723641	Ensembl
ENSG00000230088	KRT16P5	353196	Ensembl
ENSG00000105700	KXD1	79036	Ensembl
ADRA2A	ADRA2A	150	DTC
MED12	MED12	9968	MskImpact
BE0002095	C1QB	713	DrugBank
ENSG00000142494	SLC47A1	55244	Ensembl
CD27	CD27	939	dGene
ENSG00000226321	CROCC2	728763	Ensembl
IGHMBP2	IGHMBP2	3508	HumanProteinAtlas
ENSG00000244513			Ensembl
P04629	NTRK1	4914	TEND
ENSG00000248863			Ensembl
ENSG00000076513	ANKRD13A	88455	Ensembl
P02458	COL2A1	1280	TdgClinicalTrial
Q8NGH9	OR52E4	390081	HopkinsGroom
ENSG00000233894			Ensembl
GLA	GLA	2717	Pharos
P30989	NTSR1	4923	HopkinsGroom
ENSG00000239683			Ensembl
ENSG00000207019	RNU6-167P	106481228	Ensembl
ENSG00000233441	CYP2AB1P	647265	Ensembl
GAPDHS	GAPDHS	26330	Pharos
ENSG00000165060	FXN	2395	Ensembl
ENSG00000179399	GPC5	2262	HingoraniCasas
ENSG00000260551	PWRN2	791115	Ensembl
7357	UGCG	7357	GuideToPharmacology
ENSG00000276388			Ensembl
ENSG00000162869	PPP1R21	129285	Ensembl
ENSG00000273542	HIST1H4K	8362	Ensembl
ENSG00000252489	RNU6-197P	106479654	Ensembl
ENSG00000242498	ARPIN	348110	Ensembl
ENSG00000174807	CD248	57124	Ensembl
ENSG00000259182			Ensembl
Q9H306	MMP27	64066	HopkinsGroom
ENSG00000286003			Ensembl
NR1I2	NR1I2	8856	PharmGKB
ENSG00000181195	PENK	5179	HingoraniCasas
Dipeptidyl-peptidase 7	DPP7	29952	TTD
ENSG00000236894			Ensembl
ENSG00000252255	RNU2-35P	106480212	Ensembl
ENSG00000204711	C9ORF135	138255	Ensembl
NEK1	NEK1	4750	Pharos
ENSG00000259362			Ensembl
ENSG00000232132	NDFIP2-AS1	100874208	Ensembl
ENSG00000284361	MIR4745	100616459	Ensembl
ENSG00000281491	DNAJB5-AS1	101926900	Ensembl
ENSG00000238055			Ensembl
ENSG00000068781	STON1-GTF2A1L	286749	Ensembl
TSSK4	TSSK4	283629	GO
ENSG00000228208	C1ORF143	440714	Ensembl
ENSG00000164219	PGGT1B	5229	RussLampel
ENSG00000287554			Ensembl
MAPK7	MAPK7	5598	DTC
RDH13	RDH13	112724	Pharos
HERC2	HERC2	8924	DoCM
ENSG00000101152	DNAJC5	80331	Ensembl
O43318	MAP3K7	6885	HopkinsGroom
ENSG00000283538			Ensembl
ENSG00000275170	FRG2MP	106481739	Ensembl
ENSG00000227069	CNN2P2	642888	Ensembl
ENSG00000175018	TEX36	387718	Ensembl
P05023	ATP1A1	476	TdgClinicalTrial
ENSG00000206697	RNY1P8	100873807	Ensembl
ACAT1	ACAT1	38	Pharos
ENSG00000225931			Ensembl
CD1B	CD1B	910	GO
MAP2K4	MAP2K4	6416	MskImpact
ERMP1	ERMP1	79956	dGene
ENSG00000251707	RNU7-37P	100147824	Ensembl
ENSG00000064547	LPAR2	9170	HingoraniCasas
ENSG00000286364			Ensembl
LPAR5	LPAR5	57121	dGene
AR	AR	367	FoundationOneGenes
O95838	GLP2R	9340	HopkinsGroom
ENSG00000188327			RussLampel
ENSG00000163170	BOLA3	388962	Ensembl
APOA1	APOA1	335	GO
ENSG00000184500	PROS1	5627	HingoraniCasas
ENSG00000162894	FCMR	9214	Ensembl
KIAA0558	CACNA2D2	9254	ChemblInteractions
ENSG00000286450			Ensembl
ENSG00000275636			Ensembl
ENSG00000102452	NALCN	259232	RussLampel
ENSG00000213640	EEF1DP4	442325	Ensembl
ENSG00000243671	RN7SL761P	106479499	Ensembl
ENSG00000170323	FABP4	2167	Ensembl
ENSG00000230731			Ensembl
4332	MNDA	4332	GuideToPharmacology
ENSG00000233981			Ensembl
ENSG00000225582			Ensembl
ENSG00000080815	PSEN1	5663	HingoraniCasas
BE0000582	TAS1R3	83756	DrugBank
ENSG00000113262	GRM6	2916	Ensembl
ENSG00000261455	LINC01003	100128822	Ensembl
ENSG00000271425	NBPF10	100132406	Ensembl
IFNA8	IFNA8	3445	Pharos
ENSG00000198963	RORB	6096	HingoraniCasas
Metabotropic glutamate receptor 5	GRM5	2915	TTD
ENSG00000250942	ENPP7P11	100421806	Ensembl
CLDN4	CLDN4	1364	HumanProteinAtlas
ENSG00000241582	RPL23AP8	641614	Ensembl
Cholestenol delta-isomerase	EBP	10682	TTD
ENSG00000277125			Ensembl
ENSG00000236637	IFNA4	3441	HingoraniCasas
ENSG00000240893	LINC02042	101929694	Ensembl
ENSG00000265855	MIR4514	100616181	Ensembl
ENSG00000202444	RNU5E-6P	100873832	Ensembl
ENSG00000129214	SHBG	6462	Ensembl
ENSG00000286751			Ensembl
ENSG00000211765	TRBJ2-2	28628	Ensembl
ENSG00000166501	PRKCB	5579	RussLampel
Q14914	PTGR1	22949	HopkinsGroom
DRD5P2	DRD5P2	1818	dGene
OR6C74	OR6C74	254783	Pharos
ENSG00000105559	PLEKHA4	57664	Ensembl
ENSG00000197944			RussLampel
ENSG00000273301			Ensembl
Alcohol dehydrogenase 1A	ADH1A	124	TTD
ENSG00000174373	RALGAPA1	253959	Ensembl
ENSG00000258311			Ensembl
P13631	RARG	5916	HopkinsGroom
BIRC3	BIRC3	330	FoundationOneGenes
ENSG00000222881			Ensembl
ENSG00000286609			Ensembl
ENSG00000286735			Ensembl
ENSG00000202187	RNA5SP355	106479009	Ensembl
ENSG00000175868	CALCB	797	HingoraniCasas
MRE11	MRE11	4361	Pharos
ENSG00000252515	RNU6-1171P	106481940	Ensembl
SALL4	SALL4	57167	GO
ENSG00000212553			Ensembl
ENSG00000163754	GYG1	2992	Ensembl
DNA topoisomerase II	TOP2B	7155	TTD
ENSG00000177585			RussLampel
ENSG00000232392			Ensembl
ENSG00000100889	PCK2	5106	Ensembl
ENSG00000269662	BNIP3P39	100421701	Ensembl
ENSG00000010256	UQCRC1	7384	RussLampel
Q00722	PLCB2	5330	HopkinsGroom
HIF1A	HIF1A	3091	PharmGKB
ENSG00000256564			Ensembl
ENSG00000232508	MRPL45P1	359747	Ensembl
GPRC6A	GPRC6A	222545	Pharos
TRPA1	TRPA1	8989	BaderLabGenes
ENSG00000141371	C17ORF64	124773	Ensembl
GABRE	GABRE	2564	Pharos
SLC45A2	SLC45A2	51151	HumanProteinAtlas
ENSG00000272763			Ensembl
ENSG00000285398			Ensembl
ENSG00000233184			Ensembl
ENSG00000100416	TRMU	55687	Ensembl
SLC25A27	SLC25A27	9481	Pharos
ENSG00000251546	IGKV1D-39	28893	HingoraniCasas
ENSG00000260635			Ensembl
ENSG00000255655			Ensembl
ENSG00000230773			Ensembl
ENSG00000256582	LINC02390	105369652	Ensembl
ENSG00000228868	MYLKP1	9430	Ensembl
ENSG00000257268			Ensembl
Q6UXE8	BTNL3	10917	HopkinsGroom
Q9Y6L7	TLL2	7093	HopkinsGroom
ENSG00000203910	C1ORF146	388649	Ensembl
IRAK4	IRAK4	51135	DTC
ENSG00000121764	HCRTR1	3061	HingoraniCasas
BE0008980	PDIA3	2923	DrugBank
ENSG00000249505			Ensembl
NRP1	NRP1	8829	GO
ENSG00000185823	NPAP1	23742	Ensembl
ENSG00000265144	MIR548AM	100616428	Ensembl
ENSG00000138175	ARL3	403	Ensembl
OR10J1	OR10J1	26476	Pharos
ENSG00000215841			Ensembl
ENSG00000213470			Ensembl
OR4A8	OR4A8	81315	GO
ENSG00000230045	FAM90A15P	389630	Ensembl
ENSG00000007908	SELE	6401	Ensembl
ENSG00000249934	NCOA4P2	728333	Ensembl
ENSG00000112164	GLP1R	2740	RussLampel
TTC5	TTC5	91875	GO
Q07812	BAX	581	HopkinsGroom
P16066	NPR1	4881	TEND
BE0000881	HDAC9	9734	DrugBank
ENSG00000216436			Ensembl
ENSG00000283148			Ensembl
ENSG00000200041			Ensembl
SLC17A7	SLC17A7	57030	Pharos
ENSG00000213036			Ensembl
SRPK3	SRPK3	26576	IDG
ENSG00000277553			Ensembl
ENSG00000270889			Ensembl
ENSG00000278908			Ensembl
ENSG00000278967			Ensembl
ENSG00000207761	MIR329-1	574408	Ensembl
Myc messenger RNA			TTD
CALR	CALR	811	FoundationOneGenes
TG	TG	7038	NCI
MYT1L	MYT1L	23040	Pharos
ENSG00000233953			Ensembl
ENSG00000230106	SNRPCP15	100310857	Ensembl
ENSG00000261488			Ensembl
ENSG00000147454	SLC25A37	51312	RussLampel
SLC25A32	SLC25A32	81034	HumanProteinAtlas
CRYBA2	CRYBA2	1412	Pharos
GPR21	GPR21	2844	GO
VHLL	VHLL	391104	Pharos
USP47	USP47	55031	GO
PORCN	PORCN	64840	HumanProteinAtlas
DIP2A	DIP2A	23181	GO
SH3BP2	SH3BP2	6452	Pharos
ENSG00000250505			Ensembl
ENSG00000248196			Ensembl
FGFR2	FGFR2	2263	CarisMolecularIntelligence
CDK17	CDK17	5128	IDG
ENSG00000064313	TAF2	6873	Ensembl
TRAIP	TRAIP	10293	HumanProteinAtlas
8879	SGPL1	8879	GuideToPharmacology
FOXC2	FOXC2	2303	Pharos
ENSG00000161570	CCL5	6352	HingoraniCasas
Q99928	GABRG3	2567	TEND
TGFBR2	TGFBR2	7048	DTC
ENSG00000145388	METTL14	57721	Ensembl
GLRB	GLRB	2743	ChemblInteractions
ENSG00000135269	TES	26136	Ensembl
ENSG00000005483	KMT2E	55904	Ensembl
ENSG00000104814	MAP4K1	11184	Ensembl
ENSG00000140092	FBLN5	10516	HingoraniCasas
ENSG00000179833	SERTAD2	9792	Ensembl
ENSG00000274799			Ensembl
ENSG00000287063			Ensembl
ENSG00000259187			Ensembl
ENSG00000251975	RNU6-718P	106481406	Ensembl
ENSG00000008517	IL32	9235	Ensembl
ENSG00000143493	INTS7	25896	Ensembl
ENSG00000126549	STATH	6779	Ensembl
166614	DCLK2	166614	GuideToPharmacology
Q16515	ASIC2	40	HopkinsGroom
ENSG00000264019			Ensembl
ENSG00000265465	MIR4768	100616249	Ensembl
ENSG00000258225			Ensembl
ENSG00000253703	IGHV1-68	28462	Ensembl
Platelet-derived growth factor receptor beta	PDGFRB	5159	TTD
ENSG00000258893	SETP2	326277	Ensembl
ENSG00000100815	TRIP11	9321	Ensembl
ENSG00000144668	ITGA9	3680	RussLampel
ENSG00000266289			Ensembl
ENSG00000089116	LHX5	64211	Ensembl
P54886	ALDH18A1	5832	HopkinsGroom
PNLIP	PNLIP	5406	ChemblInteractions
ENSG00000244731	C4A	720	Ensembl
ACVR1B	ACVR1B	91	HumanProteinAtlas
BE0009533	RIPK4	54101	DrugBank
Q96RA2	OR7D2	162998	HopkinsGroom
ENSG00000170325	PRDM10	56980	Ensembl
ENSG00000234239	CFL1P8	100873812	Ensembl
ENSG00000227842			Ensembl
ENSG00000236045			Ensembl
P35367	HRH1	3269	TEND
NR3C1	NR3C1	2908	Pharos
ENSG00000285998			Ensembl
BE0009472	MAP4K3	8491	DrugBank
ENSG00000124260	MAGEA10	4109	Ensembl
ENSG00000103599	IQCH	64799	Ensembl
NR2C1	NR2C1	7181	BaderLabGenes
ENSG00000155974	GRIP1	23426	Ensembl
FRS3	FRS3	10817	Pharos
ENSG00000101255	TRIB3	57761	HingoraniCasas
DPP9	DPP9	91039	dGene
ENSG00000288592			Ensembl
ENSG00000211915	IGHD5-18	28490	Ensembl
ENSG00000255114			Ensembl
ENSG00000254841	OR4V1P	79534	Ensembl
ENSG00000244255			Ensembl
ENSG00000077009	NMRK2	27231	Ensembl
ENSG00000249109			Ensembl
ENSG00000160310	PRMT2	3275	Ensembl
ENSG00000288075			Ensembl
ENSG00000100577	GSTZ1	2954	HingoraniCasas
ENSG00000227425	MRPS21P2	359766	Ensembl
PHOX2A	PHOX2A	401	Pharos
ENSG00000158528	PPP1R9A	55607	Ensembl
ENSG00000212374	RNU6-401P	106479743	Ensembl
ENSG00000242728	UQCRHP4	100128448	Ensembl
ENSG00000216781			Ensembl
ENSG00000243856	RN7SL551P	106479422	Ensembl
FNTB	FNTB	2342	ChemblInteractions
ENSG00000251401			Ensembl
ENSG00000223951			Ensembl
ENSG00000168928	CTRB2	440387	HingoraniCasas
ENSG00000128739	SNRPN	6638	Ensembl
ENSG00000215765			Ensembl
ENSG00000258483	LINC02251	105371008	Ensembl
TEAD4	TEAD4	7004	GO
RARS	RARS	5917	PharmGKB
PTGR2	PTGR2	145482	Pharos
ENSG00000038274	MAT2B	27430	Ensembl
ENSG00000283599			Ensembl
ENSG00000236654			Ensembl
ENSG00000200057	RN7SKP63	106479123	Ensembl
ENSG00000235136			Ensembl
ENSG00000172457	OR9G4	283189	Ensembl
ENSG00000140992	PDPK1	5170	HingoraniCasas
CES4A	CES4A	283848	Pharos
ENSG00000279147			Ensembl
ENSG00000241991			Ensembl
ENSG00000243944			Ensembl
ENSG00000271245			Ensembl
EPRS	EPRS	2058	Pharos
ENSG00000076864	RAP1GAP	5909	Ensembl
954	ENTPD2	954	GuideToPharmacology
ENSG00000266261			Ensembl
ENSG00000235734	HMGN1P36	728851	Ensembl
BE0003319	KCNC4	3749	DrugBank
ENSG00000156113	KCNMA1	3778	RussLampel
ENSG00000102239	BRS3	680	RussLampel
ENSG00000119801	YPEL5	51646	Ensembl
ENSG00000256159			Ensembl
ENSG00000255494	LINC00681	101409254	Ensembl
BE0000268	MTHFD2	10797	DrugBank
ENSG00000286759			Ensembl
SLC22A20P	SLC22A20	440044	Pharos
ENSG00000224713			Ensembl
ENSG00000112514	CUTA	51596	Ensembl
ENSG00000270512			Ensembl
RIPK2	RIPK2	8767	dGene
ENSG00000276266			Ensembl
ENSG00000277994			Ensembl
ENSG00000279889			Ensembl
ENSG00000125388	GRK4	2868	RussLampel
Immunoglobulin gamma Fc receptor IIA	FCGR2A	2212	TTD
ENSG00000164949	GEM	2669	Ensembl
ENSG00000235450			Ensembl
ENSG00000180720	CHRM4	1132	HingoraniCasas
CHRNG	CHRNG	1146	HumanProteinAtlas
CD6	CD6	923	ChemblInteractions
BMP2K	BMP2K	55589	DTC
ENSG00000283676	MIR5087	100847044	Ensembl
ENSG00000238275	HOMER2P2	317769	Ensembl
ENSG00000183127	OR4F29	729759	RussLampel
ENSG00000244335	RN7SL687P	106481110	Ensembl
ENSG00000226012			Ensembl
ENSG00000262628	OR1D5	8386	Ensembl
GPX7	GPX7	2882	HumanProteinAtlas
ENSG00000286773			Ensembl
ENSG00000110911	SLC11A2	4891	Ensembl
ENSG00000177640	CASC2	255082	Ensembl
ENSG00000252716	RN7SKP260	106479211	Ensembl
ENSG00000274022			Ensembl
NTRK1	NTRK1	4914	PharmGKB
CCND2	CCND2	894	ClearityFoundationBiomarkers
ENSG00000077147	TM9SF3	56889	Ensembl
